title,ncode,writer,story,biggenre,genre,keyword,length
【完結・魔法使いの婚約者スピンオフ】犬嫌いのお針子さんは送りオオカミさんに求愛される,N4533IL,中村朱里,"（※『魔法使いの婚約者』スピンオフですが、単品で読めます）
行儀見習いの侍女になるはずが、その腕を見込まれてお針子として王宮で働くアマーリエ。彼女は大の犬嫌い。だからこそ犬を避けに避けて王都で働いていたけれど、ある日、その大嫌いな犬に窮地を救われてしまう。なんとも不思議なその子犬は、以来、アマーリエの帰り道をついて回るようになる。そんなある日のこと、お針子として、麗しの姫君のための衣装の担当に、アマーリエは抜擢される。同時に、我らが王国の姫君の守護者として慕われる、古き神の末裔である青年、エストレージャに出会い……。",1,101,ほのぼの 女主人公 西洋 中世 職業もの 魔法 ハッピーエンド お針子 犬 美形 スピンオフ 単品で読めます 魔法使いの婚約者,89170
異世界もふもふ死にかけライフ☆異世界転移して毛玉な呪いにかけられたら、凶相騎士団長様に拾われました。,N1818IH,和島 逆,"社会人一年目、休日の山登り中に事故に遭った私は、気づけばひとり見知らぬ森の中にいた。そしてなぜか、姿がもふもふな小動物に変わっていて……？
しかも早速モンスターっぽい何かに襲われて死にかけてるし！

危ういところを助けてくれたのは、大剣をたずさえた無愛想な大男。
彼の緋色の瞳は、どうやらこの世界では凶相と言われるらしい。でもでも、地位は高い騎士団長様。
頼む騎士様、どうか私を保護してください！

あれ、でもこの人なんか怖くない？
心臓がバクバクして止まらないし、なんなら息も苦しいし……？

どうやら私は恐怖耐性のなさすぎる聖獣に変身してしまったらしい。いや恐怖だけで死ぬってどんだけよ！

人間に戻るためには騎士団長の助けを借りるしかない。でも騎士団長の側にいると死にかける！

……うん、詰んだ。

＊アルファポリスでも投稿開始しました。",1,101,R15 残酷な描写あり 異世界転移 ほのぼの コメディ 時々シリアス 女主人公 ハッピーエンド 戦闘描写あり 魔法の消えた世界 騎士団長 巫女,229601
急逝した妻の不倫が発覚した,N2228IL,ミソネタ・ドザえもん,"朝、妻と喧嘩をした。妻曰く、最近僕の仕事が忙しいせいで、娘が寂しい思いをしているらしい。でも、僕は家族の幸せのために仕事をしているつもりだったから、妻の言い分が理解できなかった。
だから喧嘩になった。
いつもより一時間多く残業をして、帰路についた。妻とは徹底抗戦するつもりだ。
でも、もうそれは出来そうもない。
最近、僕が帰宅するより早く消灯される我が家に明かりが灯っている。
リビングで、妻は冷たくなっていた。",1,102,R15 残酷な描写あり 悲恋 群像劇 托卵 寝取られ くも膜下出血 不倫 幸せ DNA検査,88988
転生した大聖女は、聖女であることをひた隠す,N7673FF,十夜,"【ノベル９巻(アース・スターノベル) ＆ ノベルZERO３巻発売中です。コミックス９巻(アース・スターコミックス)発売中です。どうぞよろしくお願いします】
騎士家の娘として騎士を目指していたフィーアは、死にかけた際に「大聖女」だった前世を思い出す。
……え？　聖女って、すごく弱体化しているのに、絶滅寸前なため、崇められている職業だよね？　
私が使う聖女の力って、おとぎ話と化した「失われた魔法」ばっかりなんだけど。
そういえば、前世で、『聖女として生まれ変わったら殺す』って魔王の右腕に脅されたんだっけ。
こんな力使ったら、一発で聖女ってバレて、殺されるんじゃないかしら。
……ってことで、初志貫徹で騎士になります！　静かに生きます！　
なーんて思ったけど、持っている力は使っちゃうよね。だって、色々便利だから……
",1,101,R15 残酷な描写あり 身分差 年の差 異世界 転生 聖女 失われた魔法 聖女は希少職 女主人公 チート ファンタジー 騎士,982563
 悪役令嬢、宇宙を駆ける～二度目の人生では出しゃばらないと決めたのに、気が付けば大艦隊を率いています～,N7871IK,甘味亭太丸,"　地球歴4103年。地球帝国と名を変えた人類の歴史は終焉を迎えようとしていた。
　地球帝国艦隊、第109番パトロール艦隊を率いるリリアン・ルゾール少将。御年七十九歳になる彼女は、年功序列で帝国少将にまで昇進したが、かつては帝国軍参謀総長の一人娘として、将来を約束されていた。
　しかし六十年前のたった一度の過ちにより、初恋の人、友人、家族、信頼の全てを失い、今は艦隊とは名ばかりの寂れたパトロール隊を率いている。

　帝国と六十年以上もの間、戦争を繰り広げる馬頭星雲の黒い影より迫りくる敵艦隊の大攻勢を前に、捨て駒として前線に送り込まれたリリアン艦隊はあっけなく全滅。
　リリアンも重粒子の閃光の中に消えてゆく……かと思いきや、目覚めたら学園卒業間近の十八歳の頃に戻っていた？

　一度目の人生ではでしゃばりすぎて、大きな過ちを行ってしまった事を反省していたリリアン（中身七十九歳）は二度目の人生ではでしゃばらずに、自分より優秀な人たちに全てを任せようと思っていた。
　前世では虐めていた女子学生が実は天才軍師の才能があると分かれば、その実力をいかんなく発揮出きるように働きかけたり、優秀であれば地位に関係なく重用できるように働きかけたりしていたら、あれよあれよと責任者になり、気が付けば若くして戦艦を預かる身に？
　しかも前世ではお飾りだったはずの月面基地司令からの熱い眼差しが！？　しかも本当はめちゃくちゃ優秀だったことも判明！？　果てには天才軍師少女ちゃんも自分の事を慕ってくるし、仲の悪かった若き提督たちも自分の事をとんでもなく信頼してきた！？
　どうなってるのよ、私はもう出しゃばらないって決めたというのに！
　というか戦争がはじまるんだけど！？",4,403,R15 残酷な描写あり ガールズラブ 悪役令嬢 スペースオペラ 女主人公 未来 宇宙戦艦 SF 死に戻り 成り上がり 勘違い系 艦隊戦,168755
万年課長の異世界マーケティング　―まったり開いた異世界広告代理店は、貴族も冒険者も商会も手玉に取る,N4705IF,ぱげ,"◆20話くらいまではゆったり展開です◆
　生き馬の目を抜く広告代理店業界で鍛えたマーケティング＆プランニング能力を武器に、
元中年課長が信頼するパートナーと協力しながら異世界の市場を席巻していく、異色の異世界マーケティングファンタジー！
　日本最大の広告代理店「電博通信」に努めるサラリーマン、伊藤太一（42歳）。
新卒入社5年でCM大賞と流行語大賞を獲得した余勢を駆って、社内最速記録で花形部署「企画1課」の課長に抜擢されるが、
社内政治に巻き込まれ半年で地味部署「企画2課」へ異動、以来万年課長だ。
　たまたま帰宅タイミングが被った同期入社のOL東雲文乃と、乗ろうとしたエレベーターで異世界に召喚されてしまう。
　しかし呼び出された先では、呼び出した張本人が早々に戦線離脱、
何処とも分からない世界の出口も無い建物に取り残されてしまう。
　二人は持ち前の分析能力と行動力を総動員し、まずは建物からの脱出を図るのであった・・・

-----

主人公はプランナーなので、分析・考察成分多め。
しばらくは、商売3：分析・考察3：バトル2：コミュニケーション1.5：恋愛0.5くらいの予定。",2,201,R15 残酷な描写あり 異世界転移 日常 20話からが本番 おっさん 同期入社OL 若返り 頭脳派・理論派 職業もの 会社設立 日本の神様 異世界オフィスラブ ほのぼの・まったり チート少なめ リスクは事前回避 OVL大賞9 ネトコン11感想,550745
【完結】そのレディーは無敵の大公妃 〜他の令嬢をひいきする婚約者と円満に別れる方法はありますか？〜,N1722IK,曽根原ツタ,"

　マノンの婚約者デリウスは、女友達のルチミナばかり優先している。『女友達』というのは建前で、本当は彼女に好意を寄せているのをマノンは察していた。

　社交界の行事もルチミナとのデートのために度々ドタキャン。──5度目にドタキャンされた新大公の襲名披露の園遊会で、マノンは仲の良さそうな恋人たちを見て悲しくなり、思わず泣いてしまう。そこで親切な美丈夫に励ましてもらったのだが、まさかの新大公本人で！？

　それからまもなく、大事件発生。
　デリウスがなんと、マノンにふさわしい婿を決めるための決闘を新大公から申し込まれて……？

★ 強さレベルMAXな戦うヒロインが、他の令嬢をひいきする婚約者と（ちょっと物騒な方法で）別れ、新しい恋をするお話。

他サイトでも公開中",1,101,身分差 婚約破棄 ざまぁ 浮気？ 決闘 チート 新しい恋 溺愛の予定 戦うウブなヒロイン ほのぼの ハッピーエンド,83672
あなたのしたことは結婚詐欺ですよ,N3372IK,りすこ,"「ご子息に結婚詐欺の疑いがあります」

帝都保安隊のアメリアは、不当な理由で婚約を解消する貴族を取り締まっていた。

上官の王子は、本当に殿下ですか？と問いかけたくなるほど自由人な上に、物理で解決するくせ者だ。彼に振り回されつつ仕事をしていると、アメリアの兄が他の国で逮捕されてしまう。

兄はかつて、冤罪で婚約破棄されたアメリアを助けてくれた人だった。

ハッピーエンドです。

※エブリスタでも投稿中です。

話の本質をついたものと、作者の性癖を公開したものと、本編の試し読みできるような素敵なイチオシレビューを3件、頂いております。
読むか迷われた方は、レビューを見て頂けると嬉しいです。

※2023年10月08日 朝　日間異世界恋愛1位　ありがとうございます！　お礼に後日談を追加しました。",1,101,残酷な描写あり ヒストリカル 悪役令嬢 女主人公 婚約破棄 ドアマットヒロイン 因果応報／報復 失恋　のち　溺愛 シリアス含む モラハラ ざまぁ／勧善懲悪 ハッピーエンド,80778
【書籍2巻発売・コミカライズ開始】ゴブリン令嬢と転生貴族が幸せになるまで　　婚約者の彼女のための前世知識の上手な使い方,N0174GY,新天新地,"◆◆カドカワBOOKS様より書籍2巻発売です！
ポイントやブクマで応援してくださった皆さまのお陰です。
本当にありがとうございます。書籍化に伴いタイトル変えました。◆
【旧題】ブサイクで有名な令嬢と婚約した。彼女はとても可愛らしい性格の人だった。　～『ゴブリン令嬢』と蔑まれる令嬢に恋した美貌の令息が彼女を幸せにしようと奮闘する物語～◆

◆番外編始めました。是非お付き合い頂ければと思います◆
◆あらすじ◆
貧乏子爵家四男の私に公爵家から縁談話が来た。お相手は『ゴブリン令嬢』と呼ばれる醜女。婚約相手が見つからず、私に白羽の矢が立ったのだ。爵位の差で断るなんてできない。
だが令嬢自身は破談を目論んでいた。醜女と無理矢理婚約させられた私への申し訳なさからだった。
……放っておけない。女性から蛇蝎の如く嫌われたキモメン。それが前世の私だ。容姿で差別される辛さはよく知っている。人間、大事なのは中身だ。そうだろう？
全てを諦めたように笑う彼女。いつか本当の笑顔で笑ってもらおうではないか。そう思って強引に婚約を成立させたが、令嬢はとても愛らしい人だった。彼女に夢中になるのに、そう時間は掛からなかった。
◆◆皆様のおかげでランキング載りました。応援ありがとうございます。
これを貼ると読んでくれる人が増えるらしいので達成順位貼ります。
【総合】日間1位、週間1位、月間1位、四半期1位、年間2位（完結済1位）。
【ジャンル別（異世界恋愛）】週間1位、月間1位、四半期1位、年間1位。
◆◆カクヨム、アルファポリスにも投稿しています。
◆◆このお話が漫画になりました。漫画家は風守いなぎ先生です。笑わないジーノとゴブリンのアナ、という漫画にし難いものを見事に漫画にしてくれています。ぜひぜひご一読下さいませ。
",1,101,R15 残酷な描写あり 身分差 ラブコメ イケメン男主人公 魔法 知識チート ハッピーエンド 溺愛 婚約破棄 女性視点 純愛 シリアス 男性視点 一途 書籍化 コミカライズ,230481
超激レア種族『サキュバス』を引いた俺、その瞬間を配信してしまった結果大バズして泣いた〜世界で唯一のTS種族〜,N5101IL,ネリムZ,"　小さい頃から憧れだった探索者、そしてその探索を動画にする配信者。
　憧れは目標であり夢である。
　高校の入学式、矢嶋霧矢は探索者として配信者として華々しいスタートを切った。

　ダンジョンへと入ると種族ガチャが始まる。
　自分の戦闘スタイルにあった種族、それを期待しながら足を踏み入れた。
　その姿は生配信で全世界に配信されている。
　憧れの領域へと一歩踏み出したのだ。

　全ては計画通り、目標通りだと思っていた。
　しかし、誰もが想定してなかった形で配信者として成功するのである。",2,202,R15 残酷な描写あり ほのぼの 男主人公 ハーレム（笑） チート ダンジョン 配信 TS バズ サキュバス 人外,86799
婚約破棄はいいですが、あなた学院に届け出てる仕事と違いませんか？,N3102IL,来住野つかさ,"侯爵令嬢オリヴィア・マルティネスの現在の状況を端的に表すならば、絶体絶命と言える。何故なら今は王立学院卒業式の記念パーティの真っ最中。華々しいこの催しの中で、婚約者のシェルドン第三王子殿下に婚約破棄と断罪を言い渡されているからだ。
パン屋で働く苦学生・平民のミナを隣において、シェルドン殿下と側近候補達に断罪される段になって、オリヴィアは先手を打つ。「ミナさん、あなた学院に提出している『就業許可申請書』に書いた勤務内容に偽りがありますわよね？」――
よくある婚約破棄ものです。R15は保険です。あからさまな表現はないはずです。

※この作品は『カクヨム』『アルファポリス』にも掲載しています。
※誤字脱字報告ありがとうございます。助かります。
※2023.10.11朝、日間異世界恋愛＆日間総合2位に入っていました。お読みいただき嬉しいです！",1,101,R15 悪役令嬢 婚約破棄 卒業パーティ 断罪 平民ヒロイン ざまあ/ざまぁ 反撃 異世界,17873
新しい人生はハードモード？！,N6407IB,あやとり,"生まれてすぐからハードモード！？赤ちゃんには厳しくない？いくら前世がアラサーでも赤ちゃんじゃ対処できないよ。しかも声出ないんだよ！
な状況から成長していくフェイリークの幸せになるまで。",1,101,R15 残酷な描写あり 異世界転生 異類婚姻譚 獣人 ほのぼの ご都合主義 ハッピーエンド 溺愛 魔法 もう何でもあり,84078
学級一の美人が地元のヤンキーにつかまったけど、僕には関係のないことだった。,N9428IL,めりのおうち,ギャルにちょっと優しくされたくらいで、僕の心が簡単に靡くわけはない。,1,102,R15 残酷な描写あり 悲恋 身分差 シリアス 男主人公 学園 ギャル スクールカースト もう遅い,4508
社会人なりのゲームの歩き方,N6020IJ,墨野,"社会人が思い立ってゲームを始めるも、ちょっとズレたゲームプレイになってしまうお話。
職業は憧れのストライダー！
冒険も観光も読書もスローライフもしたい！

残酷描写はモンスターとの戦闘くらいです。
投稿の不備、誤字脱字等あればお知らせくださると嬉しいです。",4,401,残酷な描写あり VRMMO,130991
【コミカライズ連載開始】広報部出身の悪役令嬢ですが、無表情な王子が「君を手放したくない」と言い出しました,N1264HJ,宮之みやこ,"書籍が角川ビーンズ文庫様より発売中！
FLOS COMIC様にてコミカライズの連載が開始しました。
※WEB版は書籍版とはかなり設定やお話が違います。ご注意ください。

幼なじみのひなに巻き込まれて事故死した加奈は、乙女アプリゲームの悪役令嬢“コーデリア”に生まれ変わっていた。コーデリアの婚約者は最愛の推し・アイザック王子。だが彼はいずれ聖女に心奪われ、婚約破棄される運命。

コーデリアは自分の運命に悲しみ、そして決めた。

「どうせ婚約破棄されるなら、それまで思いっきり彼との薔薇色生活を楽しみますわ！」と。

抜群の美貌を備え、女神から「努力した分だけ報われる」というお墨付きももらったコーデリアは、婚約破棄に備えてせっせと魔力を磨き始める。さらに前世（広報部）の豆知識を使いながらまめまめしくつくしているうちに、何やらアイザックの様子がおかしくなり始め……？　しまいには「婚約破棄したくない」と言い出した！

「聖女に、婚約破棄しないと国を滅ぼすと脅されている」
 「――なんて？」

第7回カクヨムWeb小説コンテスト「恋愛」部門の大賞＆ComicWalker漫画賞W受賞

【日間1位、総合最高3位、週間1位、月間1位、四半期1位ありがとうございます】
＊カクヨムでも公開しています。

※旧タイトル：広報部出身の悪役令嬢ですが、どうせ婚約破棄されるからと好き放題していたら、無表情な王太子殿下が「君を手放したくない」と言い出しました",1,101,異世界転生 乙女ゲーム 悪役令嬢 婚約破棄 女性向け 女主人公 ちょいちょいコメディ 溺愛 お仕事要素あり スカッと要素あり ハッピーエンド 広報 一途 書籍化決定 コミカライズ決定,145148
公爵令嬢、婚約破棄後に捕まる（三度目の正直とは）,N7203IL,千石かのん,"リンドール王国王太子サイファー。彼の婚約者であるヴェルフォード公爵令嬢、ソアラは「俺つええええから！」を繰り返して向上心のまるでない彼を見限った。
彼から申し渡された婚約破棄に喜び、さあ！　これからは自由に生きるわ！！　と諸手を上げて魔法学園から出てきたところで捕まった。

「俺と結婚するまではここからでられないよ？」

そう言って笑うのは、魔法学園卒業生で、隣国ランジェルドの公爵令息にして子爵のジェイドだった。

婚約破棄後に捕まった公爵令嬢の運命は！？

（二万字オーバーで完結済みです　毎日投稿予定）",1,101,R15 ヒストリカル 悪役令嬢 ラブコメ 婚約破棄 ハッピーエンド 微ざまぁ,23807
先読み神子の嫁入り〜嫌われ巫女は妖狐に望まれる〜,N0936IM,関谷 れい,"時は大正時代。
とある長閑な漁師町に、双子の巫女がいた。

吉相を占い、明るい未来を予知する姉のキッカ。
凶相を占い、不幸な未来を予知する妹のキョウカ。

双子の性格も極端に陰陽で分かれており、村人達は社交的で明るい姉をとても敬い慕っていた。

キッカには許嫁がいたが、十八歳を迎える前にキョウカがした占いにより、二人の婚約は破棄される。


『……先読みの神子を雲上家に嫁がさなければ、この町は破滅の道へ向かうだろう』


雲上家は、新華族の一門。
最近代替わりをし、容姿端麗な若者が後を継いだという。


それを聞いたキッカは目元に袖を当て、俯きながら宣言した。

「キョウカはあの通り、呪われた子だもの。万が一キョウカを嫁がせれば、きっとこの町に不幸が起きる。それをわかっていて、キョウカを嫁がせる訳にはいかないわ」

そうして雲上家へと嫁入りすることを決めたのだが──？


※他サイトにも掲載しています。",1,101,異類婚姻譚 人外 和風ファンタジー 明治/大正 ハッピーエンド ざまぁはサラッと ある意味婚約破棄 妖狐,15851
【WEB版】王都の外れの錬金術師 ～ハズレ職業だったので、のんびりお店経営します～【書籍化、コミカライズ】,N4712GK,yocco,"【カドカワBOOKS様から6巻完結巻が3/10発売。コミックスは3巻まで発売中です】
私はデイジー・フォン・プレスラリア。優秀な魔導師を輩出する子爵家生まれなのに、家族の中で唯一、不遇職とされる「錬金術師」の職業を与えられてしまった。
こうなったら、コツコツ勉強して立派に錬金術師として独り立ちしてみせましょう！
そう決心した五歳の少女が、試行錯誤して作りはじめたポーションは、密かに持っていた【鑑定】スキルのおかげで、不遇どころか、他にはない高品質なものに仕上がるのだった……！
薬草栽培したり、研究に耽ったり、採取をしに行ったり、お店を開いたり。
色んな人（人以外も）に助けられながら、ひとりの錬金術師がのんびりたまに激しく生きていく物語です。
【追記】タイトル通り、アトリエも開店しました！広い世界にも飛び出します！新たな仲間も加わって、ますます盛り上がっていきます！応援よろしくお願いします！
✳︎本編完結済み✳︎
© 2020 yocco ※無断転載・無断翻訳を禁止します。
The author, yocco, reserves all rights, both national and international. The translation, publication or distribution of any work or partial work is expressly prohibited without the written consent of the author.",2,201,R15 残酷な描写あり 冒険 ほのぼの 女主人公 西洋・中世風 精霊王の愛し子、妖精 錬金術師 実家追放はない 採取・栽培 愛され主人公 鑑定チート ご都合主義 成長物語 スローライフ 現地転生 書籍化、コミカライズ,623262
バスタード・ソードマン,N9619HU,ジェームズ・リッチマン,"それなりに強力なギフトを持って異世界に転生したものの、モングレルには大きな野望も志もなかった。
やろうと思えば強い魔物も倒せるし、世界を揺るがす先進的な知識もないことはない。
だが、そうして活躍することによって生まれる軋轢やトラブルを考えると、保身に走ってしまうのが彼の性格だった。
ギルドで適当に働いて、適当に飲み食いして、時々思いつきで何かをする。
これは中途半端な適当男の、あまり冒険しない冒険譚。
＊この小説はハーメルンにも投稿されています＊
＊2023年5月30日に書籍化します＊",2,201,R15 残酷な描写あり ボーイズラブ ガールズラブ 異世界転生 日常 冒険 スローライフ バスタードソード,1282271
限界超えの天賦《スキル》は、転生者にしか扱えない　ー　オーバーリミット・スキルホルダー,N5378GC,三上康明,"「人には等しく、8枠の天賦《スキル》ホルダーがある。【腕力強化】のような1枠ならよいが、レアなスキルは4枠や5枠、あるいは8枠すべてを使ってしまうでのう」

天賦珠玉《スキルオーブ》が発掘されるオーブ鉱山で、ヒンガ老人は僕にそう語った。
だけど僕ら「奴隷」は契約魔術でスキルを取得できず、奴隷に未来なんてものはなかった。

それは運命の日。
鉱山を所有する貴族——つまり僕らの「主」がオーブ鉱山に視察に来た。
地震によって崩落する天井。貴族の脳天に直撃する岩塊。

貴族の死。
瞬間、僕らの契約魔術が消える。
目端の利いた奴隷は走った。スキルオーブが格納されている倉庫に。そしてレアなスキルを取り込むと、目を疑うような能力や魔法によって警備兵を薙ぎ倒し、鉱山から飛び出していく。

暴動だ。

出遅れた僕に拾えるオーブはなかった
——終わった。僕はまた奴隷戻りだ。
絶望したときに見たのは、「あり得ないスキルオーブ」だった。

ホルダー「10枠」を使う【森羅万象】《ワールド・ルーラー》。

使える人間がいないことから研究者以外、興味を持たれない、規格外のスキルオーブ。

だけれど僕は、【森羅万象】を取り込むことができた——なぜか？
それは僕が「転生者」だったから。
僕には一般人の8枠＋8枠、「合計16枠」ものスキルホルダーがあったから。

鉱山は包囲され、出口は1か所。僕の手には謎のスキル【森羅万象】。
さあ、どうする——。",2,201,R15 残酷な描写あり 異世界転生 主人公最強 （いずれ）,1238138
【書籍化＆コミカライズ決定】　神様なんか信じてないけど、【神の奇跡】はぶん回す　～自分勝手に魔法を増やして、異世界で無双する（予定）～　【第五回アース・スターノベル大賞入選】,N6344HU,リウト銃士,"本作品が第５回アース・スターノベル大賞で入選しました！
同時にコミカライズ賞も受賞！
これまで応援してくださった皆様、ありがとうございます！
よろしければ、活動報告もご覧ください。


朝、目が覚めると知らない場所にいた。
しかも、おっさんだったはずの俺が子供になっている！？

そこは、【神の奇跡】という魔法が存在する不思議な世界。
魔力という不思議な力の、無限の可能性に気づいているのは、もしかして俺だけ？
だったら、この力で面白おかしく生きてやろうじゃないか！

……ところが、俺が隠れて習得した魔法によって、ある”疑惑”がかけられてしまう。
リッシュ村という小さな村に、突如巻き起こった大騒動。
その結果、俺は領主の命令により地方の魔法学院に行くことになった。

魔法学院に通いながら、念願だった冒険者に一歩踏み出したが、侯爵令嬢の誘拐事件に首を突っ込み、呪いで遊んだり、錬金術で一攫千金を妄想しているうちに魔法学院の幼年部を修了する。

そうして、次は王都にある魔法学院に通うことになったが、学院では神童と呼ばれたり、呪いでお金を稼いでいたら、”解呪師”なんて大層な二つ名を貰うことに！？
学院の寮を出て二人の女の子と一緒に暮らすことになったり、怪しげな光の球が住み着いたりと、思いもしなかった生活が始まる。

”解呪師”の偽物が現れて冒険者ギルドを巻き込んだ騒動になったり、教会に謀殺されそうになったり、相も変わらずどたばたの毎日。
三人もの女の子と婚約しつつも、ついに錬金術でオリハルコンの生成にも成功し、隠れてこっそり億万長者！
だけど、しれっと軍務をやらされて勲章をもらったり、怪しい連中が見え隠れして、何だか国をも巻き込む嵐の予感。

そんな時、ついに王国と帝国が開戦してしまう。
国境が破られ、王都襲撃事件まで起きてしまった。
帝国では反乱が起こされ、新たに皇帝に即位したのは！？

大陸に暗躍する者たち。
歴史の闇に隠された真実とは――――。

気ままな冒険者暮らしを夢見ながら、大陸を二分する大国の争いに巻き込まれていく。
そんな、一人の少年（中身おっさん）の物語。

※成長過程も書いていますので、無双までは多少時間がかかります。


新作始めました。
合わせてお読みいただけると嬉しいです。
タイトル　魔王の権能　～災厄を振りまく呪い子だけど、何でも使い方次第でしょ？～",2,201,R15 残酷な描写あり 異世界転生 冒険 男主人公 西洋 中世 チート 魔法 ハッピーエンド ESN大賞５,2404135
【コミカライズ決定】ダンジョンが現れて5年、15歳でダンジョンに挑むことにした。,N9803IE,たーちゃん,"　世界にダンジョンが現れて5年。警察や軍隊は入ることができず、15歳以上になった人間の自由意志のみで入場が許可される不思議空間。レベルアップができ、ファンタジーアイテムが手に入り、人によっては驚くほど美しくなる。

　六条祐太は幼稚園の頃からいじめられて生きてきた。そのためみんなが通うダンジョン高校にはいかず、15歳になる誕生日の日。一人ダンジョンに挑むことにした。この話はそんな祐太が誰よりも強くなり、世界を動かす12英傑と呼ばれる者の一人になる話である。",2,202,R15 残酷な描写あり ハーレム 男主人公 現代 ダンジョン 成り上がり ざまぁ 修羅場,683564
【書籍発売中、コミカライズ決定】転生難民少女は市民権を０から目指して働きます！,N4727HV,鳥助,【TOブックス様より一巻発売中】１０才のリルはある日自分に前世があることを思い出した。そして、今の難民の境遇に悲観する。難民脱却のために動き出したが、両親に見放されたリルには何もなかった。信用、知識、道具、力……ありとあらゆるものが不足していた。でも諦めずに０から始めてみることにする。そのために冒険者を目指すことにした。何もなかったリルが少しずつ様々なものを手に入れて、出会った人々に支えられながら、町の中と外の依頼を両立する唯一無二の冒険者へと成り上がっていく。,2,201,R15 残酷な描写あり 異世界転生 冒険 女主人公 成り上がり 成長 お仕事 少女 剣と魔法,574395
『こんやくはき』である！！,N9126IL,語部マサユキ,"卒業パーティーで突如始まる『婚約破棄』。壇上から婚約者を断罪しようとする男爵令嬢を侍らせた王子と対峙する公爵令嬢。よくある話、よくある展開であるはずの場面で非常に似つかわしくない劇画調の男が二人。物語に全く関係ないはずの二人が織りなすあり得ない話。読み終わった後、貴方は必ず言うであろう……『なんぼのもんじゃい！！』
",3,307,身分差 婚約破棄 第一王子 公爵令嬢 男爵令嬢 知らない人は 置いてけぼり 知ってるのか雷〇！！ 異世界恋愛と言い張る ざまあ……じゃないな,2852
【連載版】押して駄目なら推してみろ！～闇落ちバッドエンドを回避せよ～,N4868IK,咲宮,"　侯爵令嬢に転生したイヴェットは、このままだと母の行う心中に巻き込まれて死んでしまう運命だと気が付く。母は愛を求めるも一向に振り向かない夫に絶望してしまったのだ。無理心中を回避するため、イヴェットは新たな愛の形を提案する。
「押して駄目なら推してみましょうお母様!!」
果たして母の闇落ちバットエンドを回避できるのか⁉

※アルファポリス様・カクヨム様でも掲載しております。

※毎日更新の予定です。
",1,101,異世界転生 乙女ゲーム ざまぁ 女主人公 推し/推し活 コメディ要素あり 西洋 成長する親子 義弟 幼少期 ハッピーエンド,137791
悪役令嬢は溺愛ルートに入りました！？,N2907GA,十夜,"【ノベル６巻(SQEXノベル) ＆ コミックス３巻(ガンガンコミックスUP!)発売中です！　どうぞよろしくお願いします】
「ひゃああああ！」奇声と共に、私は突然思い出した。この世界は、前世でプレイしていた乙女ゲームの世界だって。
前世ではアラサー喪女だったから、「生まれ変わったら、モテモテの人生がいいなぁ」なんて妄想したのを覚えている。だからなのか、今世の私は紫髪に琥珀色の瞳のすんごい美女！　しかも、侯爵令嬢！　おほほほほ、望みが叶ったのかしら？　
……って、そんなわけあるか！　ルチアーナ侯爵令嬢っていったら、ヒロインをいじめ倒して断罪される悪役令嬢じゃないか！！ 
終わった。人生詰んだ……と思ったけど、私１６歳？　断罪イベントまであと１年あるじゃないか。よしよし、それまでに人生を仕切り直して、断罪イベントを回避しよう。
ということで、王太子避けます、公爵家嫡男避けます、隣国の王子避けます、イケメンみーんな避けます！　ってのに、まって。どうして、みんな寄ってくるの？ 
そのうえ、お粗末な火魔術しか使えなかったはずなのに、世界の理に反した風魔術が使えてしまう？　え、始まりの書に書いてある伝説の存在が私？　
まさか、私は悪役令嬢ですよ。そんなすごい役割が与えられるわけ、ありませんから！　もちろん、溺愛ルートなんてのも、ありませんからね―――！！
",1,101,R15 残酷な描写あり 異世界転生 乙女ゲーム 悪役令嬢 ラブコメ 女性主人公 学園 王宮 魔法 チート 王太子 公爵家 魔物 魔術戦,596190
政略結婚した夫に「悪いが私は君を愛することはない」と言われてしまったので、飲めば溺愛されるという薬「デキアイン」を飲んだ結果,N8195IL,佐々木鏡石@『じょっぱれアオモリの星』二巻　6/30発売,有効成分がジワーッと効いて――！　「あ！　気がつけば溺愛されてる！！」,1,101,R15 古典恋愛 契約結婚 偽りの結婚 愛のない結婚 政略結婚 偽装結婚 溺愛 激愛 小林製薬,9396
【書籍化＆コミカライズ】前世の記憶を取り戻したので最愛の夫と離縁します〜悪女と評判でしたが天才治癒師として開花したら、なぜか聖女が自爆しました〜,N6152HV,高八木レイナ,"★おかげさまで書籍化＆コミカライズが決定しました！　応援ありがとうございます！

国王ラルフの弱みをにぎり、彼を欲しがる悪女の王妃アシェリー。
前世の記憶を取り戻した彼女は、今まで夫のラルフを苦しめたことを懺悔し、彼を解放するために離婚してあげることにした。
町の治療院で働き始めたアシェリーは、頑なだったラルフの態度が軟化していることに気付く。
「悪女の私は去ったのに、どうして陛下は追ってくるんですか？」

その頃、小説の中でラルフと恋仲になって悪妃アシェリーを処刑する聖女が現れたが、アシェリーを陥れようとしても上手くいかないようで……？

★2023/09/24…日間総合ランキングで1位になりました！
★2022/10/20…月間　異世界転生/転移ランキングで1位になりました！

※　短編から加筆した長編版です。何かおかしな点がありましたらご指摘いただけると嬉しいです。短編版が読みたい方はカクヨムをご覧ください(2023.09.19)",1,101,異世界転生 悪女 転生 離縁 離婚 ハッピーエンド ざまぁ,99529
